,age,occupation,marriage status,education level,balance,housing,loan,have termed deposit,credit_scores,credit_conditions
41733,78,retired,divorced,unknown,0,no,no,no,0,below mean
41734,38,services,divorced,secondary,53,no,no,no,53,below mean
41735,61,housemaid,married,tertiary,1389,no,no,no,1389,above mean
41736,34,management,single,tertiary,1730,yes,no,no,2820,above mean
41737,36,technician,married,tertiary,4596,yes,no,yes,5686,above mean
41738,42,management,married,unknown,849,yes,no,yes,1939,above mean
41739,29,admin.,single,secondary,3528,no,no,yes,3528,above mean
41740,58,retired,married,primary,565,no,no,yes,565,below mean
41741,57,housemaid,single,secondary,254,no,no,no,254,below mean
41742,33,management,single,tertiary,1781,no,no,yes,1781,above mean
41743,27,admin.,married,secondary,3415,no,no,yes,3415,above mean
41744,79,retired,divorced,primary,79,no,no,yes,79,below mean
41745,64,retired,married,primary,2140,no,no,no,2140,above mean
41746,66,retired,single,tertiary,0,no,no,no,0,below mean
41747,60,admin.,divorced,secondary,12039,no,no,yes,12039,above mean
41748,32,management,single,tertiary,2983,yes,no,no,4073,above mean
41749,47,housemaid,married,secondary,2524,no,no,yes,2524,above mean
41750,56,unemployed,married,secondary,12,no,no,yes,12,below mean
41751,25,technician,single,secondary,139,no,yes,yes,-5686,below zero
41752,21,student,single,secondary,2488,no,no,yes,2488,above mean
41753,83,retired,married,unknown,4216,no,no,no,4216,above mean
41754,83,retired,married,tertiary,6236,no,no,no,6236,above mean
41755,73,retired,divorced,secondary,7111,yes,no,yes,8201,above mean
41756,56,blue-collar,married,primary,1137,no,no,no,1137,above mean
41757,45,blue-collar,married,secondary,6879,no,no,no,6879,above mean
41758,77,retired,married,primary,989,no,no,no,989,below mean
41759,67,retired,married,primary,1430,no,no,no,1430,above mean
41760,30,technician,single,tertiary,1646,no,no,no,1646,above mean
41761,55,admin.,married,secondary,9329,no,no,no,9329,above mean
41762,31,admin.,married,tertiary,80,yes,yes,no,-4655,below zero
41763,55,entrepreneur,divorced,secondary,538,yes,no,no,1628,above mean
41764,57,admin.,married,secondary,3927,no,no,no,3927,above mean
41765,59,unemployed,married,secondary,0,no,no,no,0,below mean
41766,34,admin.,married,secondary,19,yes,yes,no,-4716,below zero
41767,54,management,married,tertiary,2216,yes,no,no,3306,above mean
41768,72,blue-collar,married,primary,4415,no,no,no,4415,above mean
41769,46,entrepreneur,divorced,secondary,1187,no,yes,no,-4638,below zero
41770,67,management,divorced,tertiary,361,no,no,yes,361,below mean
41771,51,entrepreneur,divorced,tertiary,2109,no,no,yes,2109,above mean
41772,48,management,married,tertiary,1093,yes,yes,yes,-3642,below zero
41773,39,technician,divorced,secondary,385,no,no,yes,385,below mean
41774,31,self-employed,married,secondary,581,yes,no,no,1671,above mean
41775,52,management,married,primary,3343,no,no,no,3343,above mean
41776,46,self-employed,married,tertiary,8,no,no,no,8,below mean
41777,41,retired,single,primary,2579,no,no,no,2579,above mean
41778,28,blue-collar,single,secondary,2806,no,no,no,2806,above mean
41779,74,retired,married,tertiary,1124,no,no,no,1124,above mean
41780,48,technician,single,secondary,1245,no,no,no,1245,above mean
41781,35,management,single,tertiary,2646,no,no,yes,2646,above mean
41782,61,self-employed,divorced,tertiary,6,yes,no,yes,1096,above mean
41783,45,technician,married,unknown,886,yes,no,no,1976,above mean
41784,49,admin.,married,secondary,197,yes,no,no,1287,above mean
41785,43,management,married,tertiary,1188,no,no,no,1188,above mean
41786,62,retired,married,secondary,1495,no,no,yes,1495,above mean
41787,35,technician,single,tertiary,670,no,no,yes,670,below mean
41788,36,admin.,divorced,secondary,592,no,no,yes,592,below mean
41789,83,retired,single,primary,1965,no,no,yes,1965,above mean
41790,27,admin.,married,secondary,132,no,no,no,132,below mean
41791,62,management,married,tertiary,0,no,no,no,0,below mean
41792,76,retired,married,primary,163,no,no,no,163,below mean
41793,32,technician,married,tertiary,2688,no,no,yes,2688,above mean
41794,63,retired,married,primary,1084,no,no,no,1084,above mean
41795,23,student,single,secondary,107,no,no,yes,107,below mean
41796,50,management,married,primary,313,no,no,yes,313,below mean
41797,46,management,married,tertiary,37378,yes,no,no,38468,above mean
41798,33,management,married,tertiary,1297,yes,no,no,2387,above mean
41799,38,technician,married,tertiary,127,yes,no,no,1217,above mean
41800,34,technician,single,tertiary,144,yes,yes,no,-4591,below zero
41801,35,self-employed,married,tertiary,1178,yes,yes,no,-3557,below zero
41802,30,self-employed,single,secondary,5223,no,no,no,5223,above mean
41803,60,retired,married,primary,1167,no,no,no,1167,above mean
41804,45,housemaid,married,primary,8692,yes,no,no,9782,above mean
41805,31,admin.,single,tertiary,52,yes,no,no,1142,above mean
41806,28,self-employed,single,tertiary,1579,no,no,no,1579,above mean
41807,62,services,married,primary,276,no,no,no,276,below mean
41808,39,housemaid,married,tertiary,93,no,no,no,93,below mean
41809,66,housemaid,married,primary,40,no,no,yes,40,below mean
41810,35,blue-collar,single,tertiary,1830,no,no,no,1830,above mean
41811,64,retired,married,tertiary,2139,no,no,no,2139,above mean
41812,58,technician,married,primary,4198,no,no,yes,4198,above mean
41813,30,admin.,married,secondary,0,no,no,no,0,below mean
41814,62,retired,married,tertiary,4692,yes,no,no,5782,above mean
41815,48,housemaid,single,primary,1630,no,no,no,1630,above mean
41816,62,retired,married,primary,0,no,no,no,0,below mean
41817,73,retired,married,primary,154,no,no,no,154,below mean
41818,40,self-employed,married,tertiary,13669,no,no,no,13669,above mean
41819,81,retired,divorced,primary,0,no,no,no,0,below mean
41820,70,retired,married,secondary,1310,no,no,no,1310,above mean
41821,39,management,married,tertiary,184,no,no,no,184,below mean
41822,80,retired,married,secondary,2,no,no,no,2,below mean
41823,75,unknown,married,tertiary,643,no,no,no,643,below mean
41824,34,admin.,married,tertiary,35,yes,no,no,1125,above mean
41825,47,technician,married,secondary,2149,yes,no,no,3239,above mean
41826,31,technician,married,tertiary,442,no,no,no,442,below mean
41827,59,unemployed,divorced,secondary,7469,no,no,no,7469,above mean
41828,30,management,single,tertiary,536,no,no,yes,536,below mean
41829,41,management,married,tertiary,3872,no,no,no,3872,above mean
41830,19,student,single,primary,103,no,no,no,103,below mean
41831,54,blue-collar,married,primary,1311,no,no,yes,1311,above mean
41832,48,management,divorced,tertiary,0,no,no,no,0,below mean
41833,26,admin.,single,secondary,766,no,no,yes,766,below mean
41834,62,housemaid,married,tertiary,1528,no,no,yes,1528,above mean
41835,37,services,married,secondary,1960,yes,yes,no,-2775,below zero
41836,43,services,married,primary,2557,yes,no,yes,3647,above mean
41837,74,retired,married,primary,279,no,no,no,279,below mean
41838,40,unemployed,single,tertiary,79,no,no,yes,79,below mean
41839,37,management,married,tertiary,413,no,no,no,413,below mean
41840,57,management,married,tertiary,1318,no,no,yes,1318,above mean
41841,75,retired,married,secondary,3771,no,no,yes,3771,above mean
41842,77,retired,married,tertiary,0,no,no,yes,0,below mean
41843,83,retired,divorced,primary,2619,no,no,no,2619,above mean
41844,31,management,married,tertiary,6138,no,no,yes,6138,above mean
41845,61,technician,married,primary,6384,no,no,no,6384,above mean
41846,69,retired,married,secondary,0,no,no,no,0,below mean
41847,22,services,single,secondary,129,no,no,yes,129,below mean
41848,50,management,married,tertiary,469,no,no,yes,469,below mean
41849,27,management,married,tertiary,893,no,no,yes,893,below mean
41850,50,admin.,single,secondary,3702,no,no,no,3702,above mean
41851,72,retired,married,secondary,2850,no,no,no,2850,above mean
41852,31,admin.,single,secondary,523,no,yes,no,-5302,below zero
41853,51,admin.,married,secondary,423,yes,yes,no,-4312,below zero
41854,65,retired,married,primary,493,no,no,no,493,below mean
41855,81,retired,divorced,unknown,0,no,no,no,0,below mean
41856,34,services,single,tertiary,3119,no,no,yes,3119,above mean
41857,33,management,single,tertiary,8514,no,no,no,8514,above mean
41858,73,retired,married,unknown,519,no,no,yes,519,below mean
41859,35,admin.,married,tertiary,690,no,no,no,690,below mean
41860,40,technician,married,secondary,2266,no,no,yes,2266,above mean
41861,37,services,married,secondary,4017,no,no,yes,4017,above mean
41862,44,technician,single,tertiary,643,no,no,yes,643,below mean
41863,40,technician,married,secondary,2338,no,no,yes,2338,above mean
41864,45,blue-collar,single,secondary,0,yes,no,no,1090,above mean
41865,61,management,married,tertiary,0,no,no,yes,0,below mean
41866,74,retired,divorced,secondary,4079,no,no,yes,4079,above mean
41867,70,retired,married,secondary,3175,no,no,no,3175,above mean
41868,63,retired,married,secondary,588,no,no,no,588,below mean
41869,61,technician,divorced,secondary,6481,no,no,yes,6481,above mean
41870,62,retired,married,primary,1515,yes,no,no,2605,above mean
41871,33,unknown,single,secondary,9,no,no,no,9,below mean
41872,47,blue-collar,married,secondary,820,no,no,yes,820,below mean
41873,62,blue-collar,married,primary,1381,no,no,no,1381,above mean
41874,39,management,single,tertiary,1648,no,no,no,1648,above mean
41875,62,management,divorced,tertiary,1619,no,no,no,1619,above mean
41876,46,blue-collar,married,tertiary,3745,no,no,no,3745,above mean
41877,26,management,single,tertiary,1177,no,no,no,1177,above mean
41878,37,management,single,tertiary,254,no,no,no,254,below mean
41879,26,technician,single,secondary,334,no,no,no,334,below mean
41880,80,management,married,primary,6483,no,no,no,6483,above mean
41881,30,admin.,single,secondary,648,no,no,no,648,below mean
41882,72,retired,married,primary,806,no,no,no,806,below mean
41883,46,housemaid,single,primary,10889,no,no,no,10889,above mean
41884,47,services,single,unknown,1784,no,no,yes,1784,above mean
41885,76,housemaid,divorced,primary,1411,no,no,yes,1411,above mean
41886,59,unemployed,married,secondary,561,no,no,no,561,below mean
41887,30,unemployed,married,primary,1787,no,no,no,1787,above mean
41888,56,management,single,unknown,111,no,no,no,111,below mean
41889,30,admin.,single,tertiary,261,no,no,no,261,below mean
41890,54,management,married,unknown,831,yes,yes,no,-3904,below zero
41891,57,unknown,married,primary,8,no,no,no,8,below mean
41892,28,admin.,married,secondary,172,yes,no,no,1262,above mean
41893,60,management,married,secondary,0,no,no,no,0,below mean
41894,30,student,single,tertiary,7529,no,no,yes,7529,above mean
41895,63,retired,married,primary,12067,no,no,no,12067,above mean
41896,61,admin.,married,secondary,1541,no,no,no,1541,above mean
41897,31,unemployed,single,secondary,8304,no,no,no,8304,above mean
41898,39,management,married,tertiary,1802,no,no,no,1802,above mean
41899,22,student,single,primary,3472,no,no,yes,3472,above mean
41900,39,technician,married,tertiary,206,no,no,yes,206,below mean
41901,37,management,single,tertiary,0,no,no,no,0,below mean
41902,72,retired,married,primary,1388,no,no,yes,1388,above mean
41903,77,retired,married,unknown,1807,no,no,yes,1807,above mean
41904,36,technician,married,secondary,480,no,no,yes,480,below mean
41905,43,technician,married,secondary,69,yes,yes,no,-4666,below zero
41906,65,retired,married,secondary,571,yes,no,yes,1661,above mean
41907,54,technician,married,secondary,3994,no,yes,yes,-1831,below zero
41908,32,blue-collar,married,primary,400,no,no,no,400,below mean
41909,25,student,single,secondary,3165,no,no,no,3165,above mean
41910,46,admin.,single,secondary,1693,yes,no,yes,2783,above mean
41911,28,management,single,tertiary,80,no,no,yes,80,below mean
41912,61,management,married,tertiary,267,no,no,yes,267,below mean
41913,53,housemaid,married,primary,2581,no,no,yes,2581,above mean
41914,38,blue-collar,divorced,secondary,0,yes,no,yes,1090,above mean
41915,69,retired,married,tertiary,473,no,no,no,473,below mean
41916,53,management,divorced,tertiary,3370,no,no,no,3370,above mean
41917,27,student,single,tertiary,1134,no,no,yes,1134,above mean
41918,74,retired,married,tertiary,4912,no,no,no,4912,above mean
41919,67,retired,married,tertiary,3810,no,no,no,3810,above mean
41920,55,unemployed,divorced,secondary,309,no,no,yes,309,below mean
41921,33,management,single,tertiary,6807,no,no,yes,6807,above mean
41922,27,student,single,tertiary,24025,no,no,no,24025,above mean
41923,87,retired,divorced,primary,6746,no,no,yes,6746,above mean
41924,57,management,married,tertiary,375,no,no,yes,375,below mean
41925,33,self-employed,single,tertiary,658,yes,no,yes,1748,above mean
41926,51,technician,married,secondary,371,yes,yes,yes,-4364,below zero
41927,76,retired,divorced,primary,2693,no,no,yes,2693,above mean
41928,64,management,married,tertiary,4688,no,no,yes,4688,above mean
41929,35,technician,single,secondary,70,yes,no,no,1160,above mean
41930,19,student,single,secondary,329,no,no,yes,329,below mean
41931,33,admin.,married,tertiary,79,yes,no,yes,1169,above mean
41932,55,management,divorced,tertiary,0,no,no,yes,0,below mean
41933,31,blue-collar,single,unknown,6281,no,no,yes,6281,above mean
41934,92,retired,married,unknown,775,no,no,yes,775,below mean
41935,35,technician,married,secondary,2779,no,no,yes,2779,above mean
41936,30,technician,single,tertiary,411,no,no,yes,411,below mean
41937,68,retired,single,tertiary,2144,no,no,yes,2144,above mean
41938,42,admin.,divorced,secondary,527,no,yes,yes,-5298,below zero
41939,41,technician,single,tertiary,431,no,no,yes,431,below mean
41940,35,management,single,tertiary,1750,yes,no,no,2840,above mean
41941,32,management,single,tertiary,643,no,no,no,643,below mean
41942,29,self-employed,married,secondary,123,no,yes,yes,-5702,below zero
41943,70,retired,married,secondary,2064,no,no,no,2064,above mean
41944,54,admin.,married,secondary,0,no,no,no,0,below mean
41945,27,blue-collar,single,secondary,3792,no,no,yes,3792,above mean
41946,78,retired,married,unknown,4807,no,no,yes,4807,above mean
41947,82,retired,married,primary,8603,no,no,yes,8603,above mean
41948,29,technician,single,tertiary,2178,no,no,yes,2178,above mean
41949,78,retired,divorced,primary,229,no,no,yes,229,below mean
41950,55,services,married,secondary,0,no,no,no,0,below mean
41951,76,retired,married,tertiary,2991,no,no,yes,2991,above mean
41952,69,management,married,secondary,4,no,no,no,4,below mean
41953,38,management,married,tertiary,4174,no,no,yes,4174,above mean
41954,60,technician,married,secondary,10925,no,no,yes,10925,above mean
41955,33,services,divorced,secondary,2411,yes,no,yes,3501,above mean
41956,43,blue-collar,married,secondary,14646,no,no,yes,14646,above mean
41957,61,retired,married,secondary,86,no,no,yes,86,below mean
41958,43,technician,single,unknown,11115,no,no,yes,11115,above mean
41959,73,retired,married,primary,796,no,no,yes,796,below mean
41960,39,technician,married,secondary,0,yes,no,no,1090,above mean
41961,57,management,married,primary,6900,no,no,yes,6900,above mean
41962,33,management,married,tertiary,5878,no,no,yes,5878,above mean
41963,77,management,married,unknown,1780,yes,no,yes,2870,above mean
41964,45,technician,married,secondary,1673,no,no,no,1673,above mean
41965,35,technician,single,secondary,183,no,no,yes,183,below mean
